0.000000000000000000e+00 1.330195839886871012e-01
2.020202020202020374e-02 5.292681119666658995e-02
4.040404040404040747e-02 4.515851352479981484e-01
6.060606060606060774e-02 3.738313277659429668e-01
8.080808080808081495e-02 6.524077717385616815e-01
1.010101010101010222e-01 6.960779099527738545e-01
1.212121212121212155e-01 8.139812859653721144e-01
1.414141414141414366e-01 1.174571274253386255e+00
1.616161616161616299e-01 1.603867878061904007e+00
1.818181818181818232e-01 1.559414105892993563e+00
2.020202020202020443e-01 1.789016921722802023e+00
2.222222222222222376e-01 1.996322640629276224e+00
2.424242424242424310e-01 1.874779736022690324e+00
2.626262626262626521e-01 2.012182495800465265e+00
2.828282828282828731e-01 2.340332620236537320e+00
3.030303030303030387e-01 2.357469017132932887e+00
3.232323232323232598e-01 2.449260339346965409e+00
3.434343434343434809e-01 2.612031930989317630e+00
3.636363636363636465e-01 2.742021576782941228e+00
3.838383838383838675e-01 2.724653132963306579e+00
4.040404040404040886e-01 2.652208976770618953e+00
4.242424242424242542e-01 3.155582646467595342e+00
4.444444444444444753e-01 2.988397183341208851e+00
4.646464646464646964e-01 3.224692006180578829e+00
4.848484848484848619e-01 3.094682038038448102e+00
5.050505050505050830e-01 3.028488706663974739e+00
5.252525252525253041e-01 2.998491241670441454e+00
5.454545454545455252e-01 2.971475064047689685e+00
5.656565656565657463e-01 2.810924213976740305e+00
5.858585858585858563e-01 2.838823678908575676e+00
6.060606060606060774e-01 2.720214468580150147e+00
6.262626262626262985e-01 2.555196216414093335e+00
6.464646464646465196e-01 2.452712684171580282e+00
6.666666666666667407e-01 2.682595762896055724e+00
6.868686868686869618e-01 2.494039004406436000e+00
7.070707070707071829e-01 2.523421327507945122e+00
7.272727272727272929e-01 2.105424565007935289e+00
7.474747474747475140e-01 2.112896651783236379e+00
7.676767676767677351e-01 2.017197006848260088e+00
7.878787878787879562e-01 2.148299558133504039e+00
8.080808080808081773e-01 1.962730109991690064e+00
8.282828282828283983e-01 1.302621877592770705e+00
8.484848484848485084e-01 1.659444468848693122e+00
8.686868686868687295e-01 1.378452891086758614e+00
8.888888888888889506e-01 1.038151140552594942e+00
9.090909090909091717e-01 8.589262397832878593e-01
9.292929292929293927e-01 7.016378374716176758e-01
9.494949494949496138e-01 5.665359371299616420e-01
9.696969696969697239e-01 5.408271599921299355e-02
9.898989898989899450e-01 9.993818172537448363e-02
1.010101010101010166e+00 -1.373854766556807938e-01
1.030303030303030498e+00 -2.669265910955765930e-01
1.050505050505050608e+00 -2.688281234839073885e-01
1.070707070707070718e+00 -5.259298612414782248e-01
1.090909090909091050e+00 -7.534738666140953223e-01
1.111111111111111160e+00 -1.235930564856456471e+00
1.131313131313131493e+00 -1.218377312757171316e+00
1.151515151515151603e+00 -1.045708556998206973e+00
1.171717171717171713e+00 -1.441825947811496533e+00
1.191919191919192045e+00 -1.527272833933565721e+00
1.212121212121212155e+00 -1.940060810317285389e+00
1.232323232323232487e+00 -2.110477273232983286e+00
1.252525252525252597e+00 -2.220308077440626082e+00
1.272727272727272929e+00 -2.466519492935600244e+00
1.292929292929293039e+00 -1.997006859516015309e+00
1.313131313131313149e+00 -2.558629591631031541e+00
1.333333333333333481e+00 -2.653076988672539382e+00
1.353535353535353591e+00 -2.628254502901745671e+00
1.373737373737373924e+00 -2.664512187091112150e+00
1.393939393939394034e+00 -3.263297970160271344e+00
1.414141414141414366e+00 -2.944872135366332078e+00
1.434343434343434476e+00 -3.038584200235209920e+00
1.454545454545454586e+00 -2.814507640301698643e+00
1.474747474747474918e+00 -2.947224385114782130e+00
1.494949494949495028e+00 -2.671359894906060628e+00
1.515151515151515360e+00 -2.935557473483937585e+00
1.535353535353535470e+00 -3.047905801735502518e+00
1.555555555555555580e+00 -2.630639033903021229e+00
1.575757575757575912e+00 -2.795006495434638527e+00
1.595959595959596022e+00 -2.864632647400799925e+00
1.616161616161616355e+00 -2.635653693319217172e+00
1.636363636363636465e+00 -3.080656541092874789e+00
1.656565656565656797e+00 -2.506983060396454910e+00
1.676767676767676907e+00 -2.621198631716885608e+00
1.696969696969697017e+00 -2.676327442095661979e+00
1.717171717171717349e+00 -2.619312639469277393e+00
1.737373737373737459e+00 -2.333349784296590901e+00
1.757575757575757791e+00 -2.407058499374561844e+00
1.777777777777777901e+00 -1.828965568995092550e+00
1.797979797979798233e+00 -1.667500367055660959e+00
1.818181818181818343e+00 -1.728337220036767707e+00
1.838383838383838453e+00 -1.237158628721444442e+00
1.858585858585858785e+00 -1.448909553511657400e+00
1.878787878787878896e+00 -1.249737181990691504e+00
1.898989898989899228e+00 -1.079044062151908179e+00
1.919191919191919338e+00 -8.943820977562599861e-01
1.939393939393939448e+00 -3.409444033903251681e-01
1.959595959595959780e+00 -5.946985259721720984e-02
1.979797979797979890e+00 -6.118248411054129088e-01
2.000000000000000000e+00 -5.985106765297775605e-02
